AWD000000081,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000081,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000081,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000082,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000082,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000082,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000082,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000083,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000083,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000083,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000083,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000084,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000084,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000084,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000084,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000085,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000085,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000085,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000085,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000081,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000081,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000081,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000081,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000082,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000082,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000082,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000084,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000084,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000084,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000084,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000085,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000085,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000085,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000085,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000081,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000081,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000081,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000081,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000082,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000082,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000082,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000082,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000083,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000083,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000083,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000083,CARD ACTIVATE,400,"{""code"":""cms099"",""message"":""No Customer Found for Given Card Reference Number"",""status"":""BAD_REQUEST""}"
AWD000000122,CARD LINK,200,"{""responseCode"":""200"",""responseMessage"":""SuccessFully linked""}"
AWD000000122,CARD ACTIVATE,200,"{""responseCode"":""200"",""responseMessage"":""Successfully Activated"",""url"":null}"
AWD000000129,CARD LINK,200,"{""responseCode"":""200"",""responseMessage"":""SuccessFully linked""}"
AWD000000129,CARD ACTIVATE,200,"{""responseCode"":""200"",""responseMessage"":""Successfully Activated"",""url"":null}"
AWD000000130,CARD LINK,200,"{""responseCode"":""200"",""responseMessage"":""SuccessFully linked""}"
AWD000000130,CARD ACTIVATE,200,"{""responseCode"":""200"",""responseMessage"":""Successfully Activated"",""url"":null}"
AWD000000131,CARD LINK,200,"{""responseCode"":""200"",""responseMessage"":""SuccessFully linked""}"
AWD000000131,CARD ACTIVATE,200,"{""responseCode"":""200"",""responseMessage"":""Successfully Activated"",""url"":null}"
AWD000000135,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000135,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000135,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000135,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000136,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000136,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000136,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000136,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000137,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000137,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000137,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000137,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000138,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000138,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000138,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000138,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000132,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000132,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000132,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000132,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000133,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000133,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000133,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000133,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000134,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000134,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000134,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000134,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000130,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000130,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000130,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000130,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000131,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000131,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000131,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000131,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000129,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000129,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000129,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000129,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000135,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000135,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000135,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000135,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000136,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000136,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000136,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000136,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000137,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000137,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000137,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000137,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000138,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000138,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000138,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000138,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000132,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000132,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000132,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000132,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000133,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000133,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000133,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000133,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000134,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000134,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000134,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000134,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000130,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000130,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000130,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000130,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000131,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000131,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000131,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000131,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000129,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000129,CARD LINK,400,"{""code"":""cms090"",""message"":""Card already linked"",""status"":""BAD_REQUEST""}"
AWD000000129,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000129,CARD ACTIVATE,400,"{""code"":""cms120"",""message"":""card is already active"",""status"":""BAD_REQUEST""}"
AWD000000135,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000135,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000135,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000135,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000136,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000136,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000136,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000136,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000137,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000137,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000137,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000137,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
AWD000000138,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000138,CARD LINK,400,"{""code"":""cms095"",""message"":""More then 4 Min Kyc Cards are present for same mobile number"",""status"":""BAD_REQUEST""}"
AWD000000138,CARD ACTIVATE,400,"{""code"":""cms132"",""message"":""card holds invalid status for activation"",""status"":""BAD_REQUEST""}"
